fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,type
7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,white
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,red
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,white
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,white
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,white
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,white
10.1,0.45,0.23,1.9,0.082,10,18,0.99774,3.22,0.65,9.3,red
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,red
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,white
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,red
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,white
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,white
7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,white
6.5,0.21,0.4,7.3,0.041,49,115,0.99268,3.21,0.43,11,white
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,white
9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,red
7.4,0.49,0.19,3,0.077,16,37,0.9966,3.37,0.51,10.5,red
8.2,0.43,0.29,1.6,0.081,27,45,0.99603,3.25,0.54,10.3,red
8.9,0.48,0.24,2.85,0.094,35,106,0.9982,3.1,0.53,9.2,red
6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,white
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,white
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,red
6.9,0.2,0.34,1.9,0.043,25,136,0.9935,3.31,0.6,10.1,white
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,white
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,white
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,red
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,red
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,red
7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,red
10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,red
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,white
6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,white
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,red
8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,red
9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,white
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,red
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,red
7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,red
8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,red
7.4,0.17,0.4,5.5,0.037,34,161,0.9935,3.05,0.62,11.5,white
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,red
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,red
10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,red
6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,white
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,white
8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3,red
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,red
6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,white
6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,white
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,red
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,red
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,white
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,white
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,red
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,red
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,white
6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,white
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,red
7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,white
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,red
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,red
6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,white
11.3,0.34,0.45,2,0.082,6,15,0.9988,2.94,0.66,9.2,red
6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,white
7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3,white
8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10,white
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,white
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,red
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,white
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,red
6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,white
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,white
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,white
11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,red
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,white
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,red
8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,red
7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,white
6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,white
7.4,0.37,0.43,2.6,0.082,18,82,0.99708,3.33,0.68,9.7,red
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,white
8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,red
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,red
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,red
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,white
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,red
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,red
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,white
8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,red
6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,white
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,red
7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,white
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,red
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,red
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,white
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,red
7.1,0.43,0.25,2.8,0.036,43,132,0.98975,3.21,0.47,13.4,white
5.6,0.32,0.32,8.3,0.043,32,105,0.99266,3.24,0.47,11.2,white
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,red
13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,red
6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,white
7.2,0.32,0.3,8.25,0.02,14,104,0.99362,2.99,0.44,11.4,white
6.6,0.2,0.14,4.4,0.184,35,168,0.99396,2.93,0.45,9.4,white
8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,red
6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,white
8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5,white
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,white
6,0.28,0.34,1.6,0.119,33,104,0.9921,3.19,0.38,10.2,white
10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,red
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,red
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,red
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,red
6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,white
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,red
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,white
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,white
7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,red
6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,white
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,white
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,white
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,white
7.3,0.28,0.42,1.2,0.033,29,142,0.99205,3.17,0.43,10.7,white
7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,red
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,red
7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,white
6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,white
5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,white
7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,white
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,white
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,white
5.5,0.12,0.33,1,0.038,23,131,0.99164,3.25,0.45,9.8,white
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,white
7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,white
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,red
5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,red
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,white
8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,white
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,red
5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,white
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,red
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,red
7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,white
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,red
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,white
6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,white
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,red
10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,red
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,red
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,red
7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,white
7.8,0.17,0.23,1.7,0.029,39,128,0.99272,3.37,0.41,10.7,white
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,white
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,white
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,red
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,red
8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,red
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,red
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,white
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,red
8.1,0.38,0.48,1.8,0.157,5,17,0.9976,3.3,1.05,9.4,red
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,white
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,red
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,white
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,red
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,red
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,red
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,red
7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,red
6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,white
11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,white
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,white
6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,white
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,white
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,red
8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,white
7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,white
9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,red
6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,white
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,red
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,red
6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,white
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,white
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,white
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,white
6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,white
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,white
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,white
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,red
6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,white
7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,red
6.4,0.25,0.3,5.5,0.038,15,129,0.9948,3.14,0.49,9.6,white
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,red
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,white
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,white
7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,white
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,red
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,red
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,red
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,red
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,red
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,red
7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5,red
6.6,0.4,0.3,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,white
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,red
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,red
7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,white
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,red
8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,red
6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,white
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,red
11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,red
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,red
6.4,0.25,0.33,1.4,0.04,42,115,0.9906,3.19,0.48,11.3,white
7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,white
5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,white
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,white
7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,white
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,red
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,red
7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,white
7,0.22,0.3,1.8,0.065,16,20,0.99672,3.61,0.82,10,red
8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,white
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,white
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,red
8.4,1.035,0.15,6,0.073,11,54,0.999,3.37,0.49,9.9,red
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,white
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,white
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,white
6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,white
7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6,red
5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9,white
7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,white
6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,white
10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,red
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,white
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,red
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,white
7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,white
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,red
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,white
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,red
5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,white
8.5,0.44,0.5,1.9,0.369,15,38,0.99634,3.01,1.1,9.4,red
7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7,red
7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,white
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,red
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,white
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,red
6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,red
11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,red
9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,red
8.9,0.5,0.21,2.2,0.088,21,39,0.99692,3.33,0.83,11.1,red
7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,red
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,red
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,white
8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,red
6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,white
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,red
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,red
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,red
6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4,red
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,white
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,red
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,white
8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,white
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,white
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,red
6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,white
5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,white
6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,white
11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,red
8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,white
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,white
8.5,0.19,0.48,1.1,0.026,23,58,0.99184,2.9,0.5,10.5,white
6.8,0.2,0.59,0.9,0.147,38,132,0.993,3.05,0.38,9.1,white
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,white
6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,white
9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,white
9,0.66,0.17,3,0.077,5,13,0.9976,3.29,0.55,10.4,red
5.8,0.31,0.31,7.5,0.052,55,230,0.9949,3.19,0.46,9.8,white
7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,white
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,white
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,red
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,white
8,0.705,0.05,1.9,0.074,8,19,0.9962,3.34,0.95,10.5,red
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,red
6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,red
8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,red
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,white
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,red
6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,white
6.4,0.63,0.21,1.6,0.08,12,32,0.99689,3.58,0.66,9.8,red
7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,white
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,red
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,red
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,red
6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,white
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,white
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,white
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,white
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,red
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,red
7.6,1.58,0,2.1,0.137,5,9,0.99476,3.5,0.4,10.9,red
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,red
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,white
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,red
6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,white
8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,white
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,white
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,red
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,red
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,red
7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,red
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,white
5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,white
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,red
6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7,white
7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,white
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,red
7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,white
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,white
6.2,0.18,0.38,1.5,0.028,36,117,0.993,3.47,0.54,9.7,white
7,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,red
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,red
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,red
8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,red
8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13,white
8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,red
13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,red
7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,white
